Product_ID,Product,Category_ID,Category
16825,MELODY水藍片/50片桶裝,5220300,CD燒錄片
16826,MELODY白金片/50片桶裝,5220300,CD燒錄片
16886,Maxmax CD不織布內頁/100入,5170100,整理耗材
16944,HP 29號黑色墨匣,5110201,HP墨水
16959,HP 49號彩色墨匣,5110201,HP墨水
16960,HP 45號黑色墨匣,5110201,HP墨水
17357,HP 20號黑色墨匣,5110201,HP墨水
17358,HP 15號黑色墨匣,5110201,HP墨水
17475,HP 78號彩色墨匣,5110201,HP墨水
17559,EPSON T007黑色墨匣,5110202,EPSON墨水
17560,EPSON T008彩色墨匣,5110202,EPSON墨水
17610,EPSON T014彩色墨匣,5110202,EPSON墨水
17630,HP 17號彩色墨匣,5110201,HP墨水
17652,EPSON T013黑色墨匣,5110202,EPSON墨水
26465,家電安裝費,6010401,家電安裝費
26466,家電運費,6010401,家電安裝費
26471,家電維修收入,6010401,家電安裝費
26952,網路轉接頭-母對母,5100201,網路線材
26956,簡易型網路壓線工具鉗,5100201,網路線材
34645,EPSON T028黑色墨匣,5110202,EPSON墨水
34646,EPSON T029彩色墨匣,5110202,EPSON墨水
34647,EPSON T032黑色墨匣,5110202,EPSON墨水
34938,阿扁6孔單切電腦延長線,40202,延長線
35818,Maxmax單片CD收藏盒(薄)10入  ,5170100,整理耗材
37420,阿扁4燈4切突波防護延長線,40202,延長線
37422,阿扁薄式6燈6切平貼安全延長線,40202,延長線
38679,群加 USB2.0傳輸線-A公對B公,5100200,線材
38701,群加 USB2.0傳輸線-A公對A公,5100200,線材
38706,群加 USB2.0傳輸線-A公對B公,5100200,線材
38714,群加 USB2.0傳輸線-A公對迷你5Pin,5100200,線材
38715,群加 USB2.0傳輸線-A公對迷你5Pin,5100200,線材
39948,EPSON T038黑色墨匣,5110202,EPSON墨水
39949,EPSON T039彩色墨匣,5110202,EPSON墨水
40069,文鎧銀黑薄膜式鍵盤,5090101,鍵盤
40071,文鎧銀狐超薄鍵盤,5090101,鍵盤
40233,HP 56號黑色墨匣,5110201,HP墨水
40234,HP 57號彩色墨匣,5110201,HP墨水
40236,HP 27號黑色墨匣,5110201,HP墨水
40237,HP 28號彩色墨匣,5110201,HP墨水
40513,群加 CAT5E 網路線-30M,5100201,網路線材
41244,群加 CAT6 交錯式網路線-1.5M-紅,5100201,網路線材
41256,群加 CAT6 網路線-3M-綠,5100201,網路線材
41263,群加 USB2.0傳輸線-A公對A母,5100200,線材
41369,阿扁3對3三插中繼延長線,40202,延長線
41879,群加 USB2.0傳輸線-A公對A母,5100200,線材
41880,群加 USB2.0傳輸線-A公對A母,5100200,線材
42701,聲寶23L微電腦微波爐,10809,30公升以下微電腦微波爐
43788,群加 KVM切換器,5100200,線材
43943,EPSON T042黃色墨匣,5110202,EPSON墨水
43944,EPSON T042紅色墨匣,5110202,EPSON墨水
43945,EPSON T042藍色墨匣,5110202,EPSON墨水
44857,MAXELL 52X白金片/50片桶裝,5220300,CD燒錄片
45158,群加 防雷突波電源延長線,5100200,線材
46336,文鎧冷光珍珠白光學鼠(U+P),5090201,有線光學鼠
47816,五彩超薄SLIMCASE十片精裝,5170100,整理耗材
48551,扁式6孔6切電腦延長線,40202,延長線
48862,抵用券50元                              ,6010403,其他費用
48863,抵用券 100元                            ,6010403,其他費用
49325,A4  標準鍵盤(白),5090101,鍵盤
49329,文鎧迷你小黑狐光學鼠,5090201,有線光學鼠
49598,雕族多媒體音源切換器,5190100,耳機麥克風
49748,購物袋--大,6010402,家電維修費
49749,購物袋--中,6010402,家電維修費
50544,羅技極光勁貂(白),5090201,有線光學鼠
50984,文鎧迷你黑色鍵盤(PS2),5090101,鍵盤
51157,EPSON T046黑色墨匣,5110202,EPSON墨水
51158,EPSON T047藍色墨匣,5110202,EPSON墨水
51159,EPSON T047紅色墨匣,5110202,EPSON墨水
51160,EPSON T047黃色墨匣,5110202,EPSON墨水
51232,MELODY CD-R 99分鐘25片布丁桶裝,5220300,CD燒錄片
51291,檢測處理費,6010401,家電安裝費
51333,羅技極光銳貂(銀),5090201,有線光學鼠
51397,EPSON T050黑色墨匣,5110202,EPSON墨水
51398,EPSON T051黑色墨匣,5110202,EPSON墨水
51399,EPSON T052彩色墨匣,5110202,EPSON墨水
51400,EPSON T053彩色墨匣,5110202,EPSON墨水
51602,還元金,6010402,家電維修費
51897,鵰族後掛式雙耳機麥克風(銀),5190100,耳機麥克風
52133,文鎧藍極光迷你鍵盤,5090101,鍵盤
52134,文鎧銀梭多媒體鍵盤,5090101,鍵盤
52604,EUPA 17L微波爐,10809,30公升以下微電腦微波爐
52672,EPSON T049黑色墨匣,5110202,EPSON墨水
52673,EPSON T049藍色墨匣,5110202,EPSON墨水
52699,EPSON T049黃色墨匣,5110202,EPSON墨水
52700,EPSON T049淡藍色墨匣,5110202,EPSON墨水
52902,SONY 48X白金片/100片桶裝,5220300,CD燒錄片
53150,Sandisk SD-512 記憶卡,4300200,記憶卡
54161,EUPA 17L微電腦微波爐,10809,30公升以下微電腦微波爐
54214,detrois迷你光學晶鑽鼠(黑),5090201,有線光學鼠
54280,勁量鹼性電池12V1入(A27),40302,鹼性電池
54450,三洋6座6切延長線(2P),40202,延長線
54452,國際音樂用鹼性電池3號4入,40302,鹼性電池
54462,三洋4座1切延長線(3P),40202,延長線
54816,東芝鹼性電池3號8+2入,40302,鹼性電池
54817,東芝鹼性電池4號8+2入,40302,鹼性電池
54831,detrois迷你光學晶鑽鼠(珍珠白),5090201,有線光學鼠
55184,A-Take USB2.0傳輸線-A公對A母-1.8m,5100200,線材
55186,A-Take USB2.0傳輸線-A公對迷你5-1.8m,5100200,線材
55187,A-Take USB2.0傳輸線-A公對A母-1.8M含遮避,5100200,線材
55190,A-Take USB2.0傳輸線-A公對A母-3m,5100200,線材
55191,A-Take USB2.0傳輸線-A公對A母-3m含遮,5100200,線材
55203,A-Take 1394 24K連接線 4Pin-4Pin 1.8米,5100200,線材
55215,A-Take CAT5E 網路線-1.5M-藍,5100201,網路線材
55216,A-Take CAT5E 網路線-3M-白,5100201,網路線材
55217,A-Take CAT5E 網路線-3M-藍,5100201,網路線材
55218,A-Take CAT5E 網路線-5M-白,5100201,網路線材
55219,A-Take CAT5E 網路線-5M-藍,5100201,網路線材
55221,A-Take CAT5E 網路線-10M-綠,5100201,網路線材
55222,A-Take CAT5E 網路線-15M-白,5100201,網路線材
55225,A-Take CAT5E 網路線-20M-綠,5100201,網路線材
55227,A-Take CAT5E 網路線-30M-綠,5100201,網路線材
55230,A-Take CAT5E 交錯式網路線-1.5M-白,5100201,網路線材
55231,A-Take CAT5E 交錯式網路線-3M-白,5100201,網路線材
55232,A-Take CAT5E 交錯式網路線-5M-白,5100201,網路線材
55250,A-Take RJ45接頭 10入,5100201,網路線材
55254,A-Take 硬碟排線 90CM,5100200,線材
55259,A-Take RS232-CABLE 25公對公5M 對切換器,5100200,線材
55262,A-Take RS232-延長線 25公對母 5M,5100200,線材
55263,A-Take 主機電源線 1.8M,5100200,線材
55265,A-Take顯示器線15公對公 1.8米 對切換器,5100200,線材
55269,A-Take 顯示器延長線 15公對15公-1.8米,5100200,線材
55270,A-Take 高級顯示器延長線 15公對15公-3米,5100200,線材
55436,三菱12X CD-RW單片盒裝,5220300,CD燒錄片
55441,三菱4X DVD+RW單片,5220400,DVD燒錄片
55539,連鈺商用黑色鍵盤(劍仙II),5090101,鍵盤
55573,群加 電源轉接頭-3孔轉2孔,5100200,線材
55624,創見1G隨身碟(銀),4100101,USB 儲存碟
55856,大同4座單切延長線-2P,40202,延長線
55963,創見 60X SD-1G 記憶卡,4300200,記憶卡
56059,文鎧飛狐光學鼠(黑),5090201,有線光學鼠
56152,AFA白金片50片布丁筒,5220300,CD燒錄片
56266,A4迷你巧燕鼠,5090201,有線光學鼠
56268,A4 標準鍵盤(黑),5090101,鍵盤
56307,Melody 8cm DVD-R/5片盒裝,5220400,DVD燒錄片
56392,群加 3P 6+4孔延長線+防塵蓋+開關 2M,5100200,線材
56394,群加 3P 6孔延長線+防塵蓋+開關 2M,5100200,線材
56914,MELODY 8cm DVD-RW/單片,5220400,DVD燒錄片
57243,SONY DU0卡用轉接卡,4300202,讀卡機/轉接卡
57303,INTOPIC USB TO IDE 轉接器               ,5100200,線材
57342,威剛精靈碟2.0-128MB,4100101,USB 儲存碟
57344,威剛精靈碟2.0-512MB,4100101,USB 儲存碟
57468,羅技極光星貂,5090201,有線光學鼠
57477,文鎧黑伯爵II多媒體鍵盤,5090101,鍵盤
57549,MELODY藍+紅光碟筆2支裝,5220300,CD燒錄片
57550,MELODY光碟筆5支裝,5220300,CD燒錄片
58002,威剛 SD-256記憶卡,4300200,記憶卡
58086,Intopic頭戴式耳麥                       ,5190100,耳機麥克風
58087,Intopic後掛式耳麥,5190100,耳機麥克風
58088,Intopic頭戴隱藏式耳麥                   ,5190100,耳機麥克風
58089,Intopic頭戴式耳麥,5190100,耳機麥克風
58160,會費(贈品大同7吋桌扇),7000101,會員贈品
58224,MELODY 8CM DVD-RW/5片盒裝,5220400,DVD燒錄片
58316,SanDisk Mini 512MB隨身碟,4100101,USB 儲存碟
58850,A4亮銀順手斜鍵盤                        ,5090101,鍵盤
58858,detrois魔眼晶鑽光學鼠,5090201,有線光學鼠
58913,配裝現場工資                            ,6010401,家電安裝費
58930,群加 USB轉RS-232傳輸線 9Pin             ,5100200,線材
58931,群加 USB對印表機傳輸線,5100200,線材
59067,Vio 4X DVD+RW/10片桶裝,5220400,DVD燒錄片
59148,Imation 90min40X白金片/25片桶裝,5220300,CD燒錄片
59730,東芝環保黑色4號電池16入,40301,一般電池
59731,東芝環保黑色3號電池16入,40301,一般電池
59768,鵰族耳掛式耳機(銀),5190100,耳機麥克風
59832,SONY MS-512MB NEW記憶卡,4300200,記憶卡
59859,SONY炫彩黃48X白金片/百片裸裝,5220300,CD燒錄片
59920,Maxmax 52X可列印白片CD-R/10片布丁筒,5220300,CD燒錄片
59976,群加 SATA電源分歧線,5100200,線材
60031,EPSON T056黑色墨匣,5110202,EPSON墨水
60033,EPSON T056紅色墨匣,5110202,EPSON墨水
60034,EPSON T056黃色墨匣,5110202,EPSON墨水
60144,SAMSUNG 4X DVD+RW/單片,5220400,DVD燒錄片
60180,Vio 4X DVD-RW/10片布丁桶,5220400,DVD燒錄片
60376,群加 USB對PS2轉接線                     ,5100200,線材
60405,HP 94號黑色墨匣,5110201,HP墨水
60408,HP 97號彩色高容量,5110201,HP墨水
60526,會費(贈品大同迷你鐵板燒),7000101,會員贈品
60574,Beta水藍片/50片桶裝,5220300,CD燒錄片
60721,國際氫氧電池3號2入,40302,鹼性電池
60722,國際氫氧電池3號4入,40302,鹼性電池
61151,eMAX藍彩蝶8X DVD-R/25片桶裝,5220400,DVD燒錄片
61409,SONY MS-512MB DUO NEW 記憶卡,4300200,記憶卡
61414,威剛精靈碟2.0-1G,4100101,USB 儲存碟
61484,Intopic 桌上型麥克風                    ,5190100,耳機麥克風
61485,Intopic桌上型麥克風(附開關)             ,5190100,耳機麥克風
61528,連鈺軟塞MP3頸掛式耳機(黑),5190100,耳機麥克風
61564,Sandisk SD-1G 記憶卡,4300200,記憶卡
61600,Vio 8X DVD+R/50片桶裝,5220400,DVD燒錄片
61636,威剛SD-1G記憶卡,4300200,記憶卡
61956,KINYO 3D光學鼠,5090201,有線光學鼠
61986,50片裝CD布丁桶,5170100,整理耗材
61987,100片裝CD布丁桶,5170100,整理耗材
61988,MELODY白金片百片桶裝,5220300,CD燒錄片
61989,MELODY水藍片百片桶裝,5220300,CD燒錄片
61990,MELODY 4X DVD+RW/10片桶裝,5220400,DVD燒錄片
62123,E-books 52X白金片/50片桶裝,5220300,CD燒錄片
62125,三菱銀河水藍片/50片桶裝,5220300,CD燒錄片
62127,三菱8X DVD+R/25片桶裝,5220400,DVD燒錄片
62426,Panasonic數位隨身聽(512MB),1060105,數位MP3隨身聽
62476,嗆聲後掛式抗噪耳麥,5190100,耳機麥克風
62483,Imation藍色星空白金片/50片桶裝,5220300,CD燒錄片
62492,USB 2.0 多功能12合1讀卡機,4300202,讀卡機/轉接卡
62533,嗆聲桌上型抗噪立式麥克風,5190100,耳機麥克風
62584,SONY MS-1G 記憶卡,4300200,記憶卡
62763,鵰族時尚單耳耳機麥克風,5190100,耳機麥克風
62814,NEC 16X DVD±RW Double Layer,4250400,DVD 燒錄器
62940,Imation 8X DVD+R/25片桶裝,5220400,DVD燒錄片
63042,CARD(贈品),7000200,會員補卡
63144,Intopic單邊式耳麥(左右可調)             ,5190100,耳機麥克風
63336,LG DVD光碟機,1010102,DVD光碟機
63440,Melody 10X CD-RW/10片桶裝,5220300,CD燒錄片
63498,Toshiba SD-512記憶卡,4300200,記憶卡
63685,PLEOMAX 8X DVD-R/25片桶裝,5220400,DVD燒錄片
63687,Maxmax帆布CD拉鍊包(96片裝),5170100,整理耗材
63711,E-books 8X DVD-R/50片桶裝,5220400,DVD燒錄片
63712,E-books 8X DVD+R/50片桶裝,5220400,DVD燒錄片
63844,威剛戀鏈碟-1GB(藍),4100101,USB 儲存碟
63922,時尚普普CD收集冊(12入),5170100,整理耗材
63924,時尚普普CD拉鍊包(12入),5170100,整理耗材
63926,時尚普普CD收納盒(小),5170100,整理耗材
63927,時尚普普CD收納盒(大),5170100,整理耗材
63949,文鎧光學鼠,5090201,有線光學鼠
63982,MPIO 時尚項鍊型MP3(藍)-256MB            ,4100301,MP3\MP4
63992,會費(URBANE蒸氣電熨斗),7000101,會員贈品
64110,CASIO EX-Z750/W(銀色)數位相機,4090300,數位相機
64216,Maxmax國碩52X水藍片/100片裸裝,5220300,CD燒錄片
64217,eMax藍彩蝶8X DVD-R/50片桶裝,5220400,DVD燒錄片
64267,A-Take USB轉RS232傳輸線-1.8M,5100200,線材
64268,A-Take USB對印表機傳輸線                ,5100200,線材
64329,SONY 8cm DVD-RW/單片盒裝,5220400,DVD燒錄片
64331,SONY 8cm (60分鐘)DVD-RW/單片盒裝        ,5220400,DVD燒錄片
64453,PHILIPs(飛利浦)液晶顯示器,4110100,LCD螢幕
64512,Olympus XD-1G 記憶卡,4300200,記憶卡
64598,國際 22L微波爐,10809,30公升以下微電腦微波爐
64600,LG 19L微波爐,10809,30公升以下微電腦微波爐
64602,SAMSUNG(三星)液晶顯示器,4110100,LCD螢幕
64665,羅技 鍵盤-網際快意手II,5090101,鍵盤
64687,MELODY 8X DVD-R/50片桶裝,5220400,DVD燒錄片
64704,KINYO立體聲耳掛式耳機,5190100,耳機麥克風
64707,KINYO單邊耳機麥克風,5190100,耳機麥克風
64708,KINYO立體聲耳機麥克風                   ,5190100,耳機麥克風
64710,KINYO重低音耳機麥克風                   ,5190100,耳機麥克風
64783,JS MY MIC創意耳麥,5190100,耳機麥克風
64791,Vio 52X 白金片/50片桶裝,5220300,CD燒錄片
64840,SanDisk Mini SD 512記憶卡+轉接卡,4300200,記憶卡
64868,第二代USB智慧晶片卡讀卡機,4300202,讀卡機/轉接卡
64896,KINYO 精緻防水鍵盤,5090101,鍵盤
64918,國際 22L微波爐,10809,30公升以下微電腦微波爐
64999,飛利浦3U11W省電燈泡(晝光),40106,省電燈泡
65000,飛利浦3U8W省電燈泡(晝光),40106,省電燈泡
65001,飛利浦螺旋27W省電燈泡(晝光),40106,省電燈泡
65011,清粉透明CD收納盒(小),5170100,整理耗材
65012,清粉透明CD收納盒(大),5170100,整理耗材
65082,Online 8X DVD+R/50片桶裝,5220400,DVD燒錄片
65118,威剛 SD-2GB記憶卡,4300200,記憶卡
65119,娜亞 11合1 讀卡機 (黑色),4300202,讀卡機/轉接卡
65152,LOGI戰鬥高手耳麥,5190100,耳機麥克風
65153,Toshiba SD-1G記憶卡,4300200,記憶卡
65186,BenQ(明基)液晶顯示器,4110100,LCD螢幕
65230,Melody白金片/50片桶裝,5220300,CD燒錄片
65249,微軟 精靈鯊(白)                         ,5090201,有線光學鼠
65250,微軟 精靈鯊(深藍),5090201,有線光學鼠
65361,日立 數位隨身聽,1060105,數位MP3隨身聽
65376,聲寶DVD光碟機,1010102,DVD光碟機
65497,KINYO Mini光學滑鼠(紅),5090201,有線光學鼠
65549,FUJI Z1/S數位相機(銀色),4090300,數位相機
65629,勁量鹼性3號電池8+2入,40302,鹼性電池
65630,勁量鹼性4號電池8+2入,40302,鹼性電池
65674,HP 21號黑色墨匣,5110201,HP墨水
65675,HP 22號彩色墨匣,5110201,HP墨水
65693,MPIO 音質嚴選MP3-256MB(銀),4100301,MP3\MP4
65707,CD活頁空夾(小),5170100,整理耗材
65709,Beta白金片/100片裸裝,5220300,CD燒錄片
65711,CREATIVE單耳掛式耳麥,5190100,耳機麥克風
65717,CREATIVE雙耳掛式耳機,5190100,耳機麥克風
65739,外接式超薄8X DVD燒錄器-NEC 6650A        ,4250400,DVD 燒錄器
65935,ACER筆記型電腦,4020100,筆記型電腦
65938,BENQ筆記型電腦,4020100,筆記型電腦
65955,創見80X CF-1G記憶卡,4300200,記憶卡
65977,耐嘉超薄型鍵盤,5090101,鍵盤
66040,創見80X SD-1G記憶卡,4300200,記憶卡
66089,鵰族矽膠單耳式耳麥(藍),5190100,耳機麥克風
66185,文鎧 黑郎君標準鍵盤(PS2),5090101,鍵盤
66186,文鎧 黑郎君標準鍵盤(USB),5090101,鍵盤
66187,文鎧 白郎君標準鍵盤(PS2),5090101,鍵盤
66205,Maxmax格紋活頁CD包(96片裝),5170100,整理耗材
66258,文鎧 天弓冷光滑鼠(紅),5090201,有線光學鼠
66271,連鈺 電子開心鼠,5090201,有線光學鼠
66337,ELECOM頭戴式耳麥,5190100,耳機麥克風
66388,RCA 17L微波爐,10809,30公升以下微電腦微波爐
66406,SONY MS-1G DUO NEW 記憶卡,4300200,記憶卡
66433,SanDisk micro 512MB隨身碟,4100101,USB 儲存碟
66454,ACER MF-710 MP3播放器(紅黑),4100301,MP3\MP4
66568,會費(ELECTROLUX電茶壺),7000101,會員贈品
66569,會費(ELECTROLUX美式咖啡機),7000101,會員贈品
66570,會費(ELECTROLUX麵包機),7000101,會員贈品
66584,SAMSUNG 16X DVD+R/25片桶裝,5220400,DVD燒錄片
66593,Melody 99分鐘白金片/50片桶裝,5220300,CD燒錄片
66596,Melody 16X DVD-R/25片桶裝,5220400,DVD燒錄片
66609,ACER筆記型電腦,4020100,筆記型電腦
66683,BenQ 滑鼠-勁光俠(紅),5090201,有線光學鼠
66694,Intopic頸掛耳戴式耳機-珍珠白,5190100,耳機麥克風
66697,Intopic頸掛耳戴式耳機-淺藍              ,5190100,耳機麥克風
66776,Imation日系風(銀)白金片/100片桶裝,5220300,CD燒錄片
66813,群加 3P 6孔延長線+開關 1.2M,5100200,線材
66816,LG 19L微波爐,10809,30公升以下微電腦微波爐
66817,SONY 8X五彩DVD+R/50片桶裝,5220400,DVD燒錄片
66818,SONY 8X五彩DVD-R/50片桶裝               ,5220400,DVD燒錄片
66847,SAMSUNG 有線光學滑鼠 (黑)               ,5090201,有線光學鼠
66857,SAMSUNG 海豚鼠 (黃),5090201,有線光學鼠
66917,KINYO 迷你鼠 (紅),5090201,有線光學鼠
66920,KINYO 迷你鼠,5090201,有線光學鼠
66939,人因 極動光電有線滑鼠,5090201,有線光學鼠
67003,微星MegaStick 1G MP3(白),4100301,MP3\MP4
67056,SHE限量版(Hebe)52X白金片/50片桶裝,5220300,CD燒錄片
67148,HP 93號彩色墨匣,5110201,HP墨水
67149,HP 92號黑色墨水,5110201,HP墨水
67186,Intopic 三鍵式光學滑鼠（白）,5090201,有線光學鼠
67187,Intopic 三鍵式光學滑鼠（黑）,5090201,有線光學鼠
67189,Intopic 三鍵式光學滑鼠（銀灰）,5090201,有線光學鼠
67206,Intopic 三鍵式光學滑鼠（銀）,5090201,有線光學鼠
67269,KINYO炫彩MP3專用耳機(黑),5190100,耳機麥克風
67273,KINYO MP3專用耳機                       ,5190100,耳機麥克風
67274,KINYO MP3專用耳機,5190100,耳機麥克風
67313,微星16X DVD-Dual燒錄器,4250400,DVD 燒錄器
67340,KEY DATA 16X DVD+R/25片桶裝,5220400,DVD燒錄片
67364,EPSON T063藍色墨水匣,5110202,EPSON墨水
67365,EPSON T063紅色墨水匣,5110202,EPSON墨水
67366,EPSON T063黃色墨水匣,5110202,EPSON墨水
67367,EPSON T062黑色墨水匣,5110202,EPSON墨水
67368,EPSON T063黑色墨水匣,5110202,EPSON墨水
67438,Digimaster橘圈8X DVD+R/50片桶裝,5220400,DVD燒錄片
67459,SONY 16XDVD燒錄器,4250400,DVD 燒錄器
67460,極光勁貂,5090201,有線光學鼠
67483,CASIO Z500/GD(金)數位相機,4090300,數位相機
67511,果凍紅SD卡專用讀卡機(USB2.0),4300202,讀卡機/轉接卡
67512,果凍藍MS短卡專用讀卡機(USB2.0),4300202,讀卡機/轉接卡
67515,聲寶20W電子螺旋省電燈泡,40106,省電燈泡
67545,LITEON 16X DVD燒錄器,4250400,DVD 燒錄器
67570,鵰族家用頭戴式耳麥,5190100,耳機麥克風
67622,NIKON CP-S3/W數位相機(白),4090300,數位相機
67644,HP 45號黑色墨匣雙包裝,5110201,HP墨水
67651,NEXS 駭客任務MP3 512MB,4100301,MP3\MP4
67653,大同DVD光碟機,1010102,DVD光碟機
67720,東元DVD光碟機,1010102,DVD光碟機
67754,宏碁(ａｃｅｒ）液晶顯示器,4110100,LCD螢幕
67757,文鎧人體工學鍵盤USB-黑,5090101,鍵盤
67811,羅技極光雲貂G1光學滑鼠,5090201,有線光學鼠
67824,華碩筆記型電腦,4020100,筆記型電腦
67833,技嘉16X DVD-Dual燒錄器                  ,4250400,DVD 燒錄器
67868,國際27L變頻式微波爐,10809,30公升以下微電腦微波爐
67882,羅技百變玩家MP3耳機,5190100,耳機麥克風
67886,羅馬神話光學滑鼠(PS2),5090201,有線光學鼠
67943,方土司-卡姆碟SD讀卡機                   ,4300202,讀卡機/轉接卡
67975,創見Jetflash-120 1G(藍色),4100101,USB 儲存碟
67976,Acer MF-710 MP3播放器(藍白),4100301,MP3\MP4
67979,SONY 16X DVD-R/單片裝,5220400,DVD燒錄片
67980,SONY 16X DVD+R/單片裝,5220400,DVD燒錄片
67996,聲寶DVD光碟機,1010102,DVD光碟機
68034,Samsung YP-U1X MP3播放器(512MB),4100301,MP3\MP4
68035,Samsung YP-U1Z MP3播放器(1G),4100301,MP3\MP4
68080,宏碁(ａｃｅｒ)液晶顯示器,4110100,LCD螢幕
68197,SanDisk Mini SD-1G記憶卡(含轉卡),4300200,記憶卡
68247,Matsunichi TF-39A MP3播放器-銀,4100301,MP3\MP4
68262,華碩筆記型電腦,4020100,筆記型電腦
68291,SONY PRO-P200/S 數位相機(銀色),4090300,數位相機
68293,SONY PRO-P200/T位相機(棕色),4090300,數位相機
68315,NEC 16X DVD燒錄器,4250400,DVD 燒錄器
68316,NEC 16X DVD燒錄器,4250400,DVD 燒錄器
68360,羅技 隨意手鍵盤-絕黑,5090101,鍵盤
68375,三菱 16X DVD+R/25片桶裝,5220400,DVD燒錄片
68420,PHILIPS 4XDVD-R/25片桶裝,5220400,DVD燒錄片
68425,PHILIPS 2XDVD-RW/5片盒裝,5220400,DVD燒錄片
68431,國際牌DVD光碟機,1010102,DVD光碟機
68549,ACER筆記型電腦,4020100,筆記型電腦
68718,HP 2號黑色墨匣,5110201,HP墨水
68719,HP 2號藍色墨匣,5110201,HP墨水
68721,HP 2號黃色墨匣,5110201,HP墨水
68722,HP 2號洋藍色墨匣,5110201,HP墨水
68723,HP 2號洋紅色墨匣,5110201,HP墨水
68767,Melody 2.4X DVD+R 8.5G/5入裝,5220400,DVD燒錄片
68768,Melody 4X DVD-RW/10入筒裝,5220400,DVD燒錄片
68769,Melody 4X DVD-RW/單片精裝,5220400,DVD燒錄片
68772,Melody Printable 8X DVD-R/25入筒裝,5220400,DVD燒錄片
68806,文鎧 銀狐超薄鍵盤(USB),5090101,鍵盤
68814,文鎧 十鍵式多功能光學鼠,5090201,有線光學鼠
68837,Imation 8X DVD+R(國際紫)/50片筒裝,5220400,DVD燒錄片
68838,Imation 8X DVD-R(國際橘)/50片筒裝,5220400,DVD燒錄片
68840,Imation SOHOT 52X CDR白金(消防熊)/50片筒,5220300,CD燒錄片
68949,SANWA 12合1黑色極光讀卡機,4300202,讀卡機/轉接卡
68950,SONY T9/S 數位相機(銀),4090300,數位相機
68951,SONY T9/B數位相機(黑),4090300,數位相機
69083,CASIO EX-Z120W 數位相機,4090300,數位相機
69131,Pentax IST-DL(含鏡頭),4090300,數位相機
69133,東芝筆記型電腦,4020100,筆記型電腦
69165,Amice 有線方客鼠(銀),5090201,有線光學鼠
69167,Amice 有線方客鼠(黑),5090201,有線光學鼠
69249,SanDisk micro 1G隨身碟,4100101,USB 儲存碟
69264,會費(ELECTROLUX三明治),7000101,會員贈品
69265,會費(ELECTROLUX電暖器),7000101,會員贈品
69266,會費(ELECTROLUX電烤箱),7000101,會員贈品
